,Id,MSSubClass,MSZoning,LogLotFrontage,LogLotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,Log1stFlrSF,X2ndFlrSF,LowQualFinSF,LogGrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LogSalePrice,TotalSF,CostPerSF
47,47,50,RL,1.353565,2.246958,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,8,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,TA,GLQ,1351,Unf,0,83,1434,GasA,Ex,Y,SBrkr,1.991313,631,0,2.037676,1,0,1,1,1,1,Gd,6,Typ,1,0,Attchd,2003,RFn,2,670,TA,TA,Y,168,43,0,0,198,0,None,None,None,0,8,2009,WD,Abnorml,2.516654,7.672758,111.5337
48,48,20,FV,1.488584,2.231555,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,9,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Ex,GLQ,24,Unf,0,1632,1656,GasA,Ex,Y,SBrkr,2.003122,0,0,2.003122,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2006,RFn,3,826,TA,TA,Y,0,146,0,0,0,0,None,None,None,0,7,2007,WD,Normal,2.519953,7.41216,150.785
49,49,190,RM,1.251765,2.128471,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,5,2008,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,TA,Unf,0,Unf,0,736,736,GasA,Gd,Y,SBrkr,1.887256,716,0,1.985227,0,0,2,0,2,3,TA,8,Typ,0,None,None,0,None,0,0,None,None,N,0,0,102,0,0,0,None,None,None,0,6,2009,New,Partial,2.45403,7.280697,77.82369
50,50,20,RL,1.432618,2.192147,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,6,1966,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,TA,BLQ,763,Unf,0,192,955,GasA,Ex,Y,SBrkr,1.925957,0,0,1.925957,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1966,Unf,1,386,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,1,2007,WD,Normal,2.464019,6.861711,132.9843
51,51,60,RL,1.443172,2.255222,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,7,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Ex,GLQ,182,Unf,0,612,794,GasA,Gd,Y,SBrkr,1.898681,676,0,1.986917,0,1,2,0,3,1,TA,6,Typ,0,None,Attchd,1997,Fin,2,388,TA,TA,Y,0,75,0,0,0,0,None,None,None,0,7,2007,WD,Normal,2.491874,7.293018,120.4082
52,52,50,RM,1.37403,2.167765,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,7,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,TA,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,1.902766,0,360,1.955843,0,0,1,0,3,1,TA,6,Typ,1,2,Detchd,1985,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,None,MnPrv,Shed,400,9,2006,WD,Normal,2.455163,6.704414,140.3186
53,53,90,RM,1.547665,2.202159,Grvl,None,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,6,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,Gd,TA,Fa,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,1.902766,0,0,1.902766,1,0,1,0,2,1,TA,5,Typ,0,None,CarPort,1963,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,2.451715,6.704414,134.8039
54,54,20,RL,1.439718,2.381875,Pave,None,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,10,1987,Gable,WdShngl,WdShing,Wd Shng,None,0,Gd,TA,CBlock,Ex,TA,Fa,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,2.017381,0,0,2.017381,2,0,0,1,0,1,Gd,5,Typ,1,2,Attchd,1981,Fin,3,894,TA,TA,Y,857,72,0,0,0,0,None,None,None,0,11,2006,WD,Normal,2.554199,7.518607,209.0119
55,55,80,RL,1.409607,2.182971,Pave,None,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,6,1955,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,TA,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,1.976195,0,0,1.976195,0,0,1,0,3,1,TA,6,Min1,1,None,Detchd,1962,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,None,MnPrv,None,0,2,2007,WD,Normal,2.466003,7.21524,95.58824
56,56,20,RL,1.52718,2.222209,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,7,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272,TA,TA,CBlock,TA,TA,TA,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,1.982645,0,0,1.982645,0,0,2,0,3,1,TA,7,Typ,1,2,Attchd,1964,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,None,None,None,0,7,2008,WD,Normal,2.493494,7.261927,126.6667
57,57,160,FV,1.156269,2.064382,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,9,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,TA,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,1.930159,756,0,2.009698,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1999,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,None,None,None,0,8,2009,WD,Abnorml,2.489741,7.461066,99.19494
58,58,60,RL,1.501549,2.236726,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,8,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,1.910569,860,0,2.008225,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2004,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,None,None,None,0,8,2006,WD,Normal,2.500486,7.45008,114.2442
59,59,60,RL,1.432618,2.253798,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031,Ex,TA,PConc,Ex,TA,Fa,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1.982742,1519,0,2.077923,0,0,3,1,3,1,Gd,10,Typ,1,2,BuiltIn,2006,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,None,None,None,0,10,2006,New,Partial,2.564315,7.987864,148.9915
60,60,20,RL,1.409607,2.184008,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,6,1972,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Ex,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,1.896013,0,0,1.896013,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1973,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,2.462599,6.659294,160.1282
61,61,20,RL,1.421453,2.248997,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,7,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,TA,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,1.953659,0,0,1.953659,1,0,1,1,3,1,Gd,5,Typ,0,None,Detchd,2006,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,None,None,None,0,5,2006,New,Partial,2.482433,7.05445,136.4421
62,62,75,RM,1.409607,2.184008,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,6,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Ex,TA,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,1.850775,530,0,1.947768,0,0,1,0,3,1,Fa,6,Typ,0,None,Detchd,1935,Unf,1,288,TA,TA,N,0,0,144,0,0,0,None,None,None,0,3,2007,WD,Normal,2.444334,7.013016,90.90909
63,63,120,RL,1.330832,2.171405,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,9,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,Gd,TA,PConc,Gd,Fa,Gd,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,1.97721,0,0,1.97721,0,0,2,0,2,1,Gd,6,Typ,1,2,Attchd,2006,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,None,None,None,0,10,2007,WD,Normal,2.502951,7.222566,147.8102
64,64,70,RM,1.364055,2.223531,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,8,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,TA,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,1.917601,808,0,2.007442,0,0,2,0,3,1,TA,9,Typ,0,None,Detchd,1990,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,None,GdPrv,None,0,4,2010,WD,Normal,2.472277,7.444249,81.87135
65,65,60,RL,1.443172,2.213295,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,8,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573,TA,TA,PConc,Gd,TA,TA,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,1.940638,977,0,2.030482,1,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,1998,RFn,2,645,TA,TA,Y,576,36,0,0,0,0,None,GdPrv,None,0,2,2009,WD,Normal,2.509527,7.61776,107.9154
66,66,60,RL,1.465737,2.215782,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,9,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344,Gd,TA,PConc,Ex,TA,Ex,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1.951809,1330,0,2.055813,0,0,2,1,4,1,Gd,9,Typ,1,2,BuiltIn,2004,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,None,None,None,0,10,2007,WD,Normal,2.538973,7.813187,128.1844
67,67,20,RL,1.443172,2.292381,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,8,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287,TA,TA,CBlock,Gd,TA,Fa,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,2.041141,0,0,2.041141,1,0,2,0,3,1,TA,7,Min1,1,2,Attchd,1970,RFn,2,576,TA,TA,Y,301,0,0,0,0,0,None,None,None,0,7,2010,WD,Normal,2.493264,7.699389,81.55868
68,68,20,RL,1.453174,2.227293,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,8,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167,Gd,TA,PConc,Gd,TA,Ex,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,1.987754,0,0,1.987754,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2003,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,None,None,None,0,6,2007,WD,Normal,2.511897,7.299121,152.8059
69,69,30,RM,1.348111,2.132455,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,5,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,TA,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,1.889501,0,0,1.889501,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1945,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,2.423898,6.616065,107.095
70,70,50,RL,1.480342,2.267432,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,8,1953,Gable,CompShg,BrkFace,AsbShng,None,0,Gd,TA,CBlock,TA,TA,TA,BLQ,603,Unf,0,701,1304,GasW,TA,Y,SBrkr,1.970351,983,0,2.045755,0,0,2,0,3,1,TA,7,Typ,1,None,Attchd,1953,Fin,2,667,TA,TA,Y,0,21,114,0,0,0,None,None,None,0,7,2006,WD,Normal,2.511537,7.734996,98.38216
71,71,20,RL,1.515979,2.25356,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,8,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115,TA,Gd,CBlock,Gd,TA,Fa,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,2.042079,0,0,2.042079,1,0,2,0,3,1,TA,8,Typ,2,2,Attchd,1973,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,None,None,None,0,2,2007,WD,Normal,2.518093,7.706613,109.7616
72,72,20,RL,1.443172,2.190063,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,5,2006,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,TA,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,1.907961,0,0,1.907961,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1987,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,2.465676,6.739337,153.2544
73,73,60,RL,1.45956,2.221846,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,8,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,TA,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,1.914801,833,0,2.008069,0,0,2,1,3,1,TA,7,Typ,1,None,Attchd,1998,Fin,2,427,TA,TA,Y,0,94,0,0,291,0,None,None,None,0,12,2009,WD,Normal,2.495526,7.448916,107.6834
74,74,20,RL,1.491251,2.222475,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,6,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104,TA,TA,CBlock,TA,TA,TA,ALQ,320,BLQ,362,404,1086,GasA,Gd,Y,SBrkr,1.944517,0,0,1.944517,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1989,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,5,2010,WD,Normal,2.475176,6.990257,133.4254
75,75,50,RM,1.409607,2.159164,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,4,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,CBlock,Fa,TA,TA,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,1.90708,765,0,1.998893,0,0,2,0,3,2,TA,8,Typ,0,None,Detchd,1915,Unf,1,379,TA,TA,Y,0,0,202,0,0,0,None,None,None,0,5,2010,WD,Normal,2.449652,7.380879,66.91589
76,76,180,RM,1.113344,1.998131,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,5,1973,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Fa,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,1.835027,462,0,1.930896,1,0,1,0,2,1,TA,5,Typ,0,None,BuiltIn,1973,Unf,1,297,TA,TA,Y,120,101,0,0,0,0,None,GdWo,None,0,11,2009,WD,Normal,2.435245,6.895683,92.10526
77,77,20,RL,1.443172,2.202198,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,5,1956,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,TA,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,1.925498,0,0,1.925498,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1956,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,2.469672,6.858565,142.5945
78,78,50,RM,1.364055,2.204264,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,6,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,TA,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,1.942659,213,0,1.968302,1,0,1,0,2,1,TA,6,Min1,0,None,Detchd,1948,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,2.464019,7.158514,98.83268
79,79,90,RL,1.453174,2.228428,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,5,1968,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,TA,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,2.011912,0,0,2.011912,0,0,2,0,4,2,TA,8,Typ,0,None,None,0,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,2.470138,7.477604,77.20588
80,80,50,RM,1.409607,2.224991,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,6,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,TA,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,1.875645,548,0,1.962173,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1966,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,None,MnPrv,None,0,5,2009,WD,Normal,2.451715,7.114769,89.43089
81,81,60,RL,1.52718,2.248414,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,7,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576,TA,Gd,CBlock,Gd,TA,TA,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,1.956562,960,0,2.037251,0,0,2,1,4,1,Gd,8,Typ,1,2,Attchd,1968,Fin,1,509,TA,TA,Y,0,72,0,0,252,0,None,None,None,0,6,2009,WD,Normal,2.499223,7.669495,90.33613
82,82,120,RM,1.242925,2.129639,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,7,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443,TA,Gd,PConc,Ex,Fa,TA,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,1.973829,0,0,1.973829,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1998,Fin,2,405,TA,TA,Y,0,199,0,0,0,0,None,None,None,0,3,2006,WD,Normal,2.480016,7.198184,114.8093
83,83,20,RL,1.471717,2.222538,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,9,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468,TA,TA,PConc,Gd,TA,TA,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,1.995294,0,0,1.995294,0,0,2,0,3,1,Gd,6,Typ,1,2,Attchd,2007,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,None,None,None,0,10,2008,WD,Normal,2.518423,7.354362,156.7498
84,84,20,RL,1.477511,2.207495,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,6,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66,TA,TA,CBlock,TA,TA,TA,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,1.94172,0,0,1.94172,0,0,1,1,3,1,TA,6,Typ,0,None,Detchd,1974,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,None,None,None,0,7,2007,COD,Normal,2.463683,6.97073,118.7793
85,85,80,RL,1.443172,2.202913,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,8,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22,TA,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,1.900554,670,0,1.98729,0,0,2,1,3,1,TA,7,Typ,1,None,BuiltIn,1995,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,None,None,Shed,700,5,2009,WD,Normal,2.487793,7.295735,114.3148
86,86,60,RL,1.567739,2.270478,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,9,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284,Gd,TA,CBlock,Gd,TA,TA,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1.97003,1116,0,2.052877,0,0,2,1,4,1,Gd,9,Typ,1,None,Attchd,1991,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,None,None,None,0,4,2006,WD,Normal,2.5232,7.790282,107.5714
87,87,60,RL,1.569453,2.239136,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,7,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Ex,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,1.876094,876,0,1.995032,0,0,2,1,3,1,Gd,6,Typ,1,2,BuiltIn,2005,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,None,None,None,0,3,2009,WD,Normal,2.490459,7.352441,111.5385
88,88,160,FV,1.305323,2.114051,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,7,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,Gd,TA,Ex,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,1.858909,612,0,1.961485,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2009,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,None,None,None,0,6,2009,New,Partial,2.485795,7.109879,134.3954
89,89,50,C (all),1.537719,2.202133,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,4,1982,Hip,CompShg,Plywood,Plywood,None,0,Fa,Fa,CBlock,TA,Ex,TA,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,1.934513,0,513,1.992031,0,0,1,0,2,1,Fa,6,Typ,0,None,None,0,None,0,0,None,None,N,0,0,156,0,0,0,None,MnPrv,None,0,10,2009,ConLD,Abnorml,2.429254,6.920672,83.90918
90,90,20,RL,1.409607,2.19677,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,5,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,TA,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,1.931189,0,0,1.931189,1,0,1,0,3,1,TA,5,Typ,0,None,None,0,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,2.461707,6.897705,124.8485
91,91,20,RL,1.409607,2.184008,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,5,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,FuseA,1.938306,0,0,1.938306,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1950,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,None,None,None,0,7,2006,WD,Normal,2.451636,6.946976,105.6731
92,92,20,RL,1.491251,2.202524,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,6,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203,TA,TA,CBlock,TA,TA,TA,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,1.962743,0,0,1.962743,0,0,1,0,2,1,TA,6,Typ,0,None,Attchd,1961,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,12,2006,WD,Abnorml,2.442245,7.118826,79.83806
93,93,30,RL,1.477511,2.251294,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,6,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,TA,TA,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,1.927323,0,0,1.927323,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1921,Unf,2,432,TA,TA,Y,0,0,44,0,0,0,None,None,None,0,8,2009,WD,Normal,2.485287,6.871091,169.6058
94,94,190,C (all),1.409607,2.184008,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,7,1998,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Ex,Gd,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1.965554,1031,0,2.045981,0,1,2,0,4,2,TA,9,Typ,1,2,Detchd,1900,Unf,2,506,TA,TA,Y,0,0,0,0,99,0,None,None,None,0,11,2007,WD,Normal,2.46851,7.736744,58.44609
